id,timestamp,roll,pitch,yaw
1,1713339252090,0.0,0.0,0.0
2,1713339252100,0.0,9.77630996704102,0.812349021434784
3,1713339252927,0.0,0.0,0.0
4,1713339252929,0.0,9.77630996704102,0.812349021434784
5,1713339252933,0.0,0.0,0.0
6,1713339252937,0.0,0.0,0.0
7,1713339252934,0.0,9.77630996704102,0.812349021434784
8,1713339252949,0.0,9.77630996704102,0.812349021434784
9,1713339252952,0.0,9.77630996704102,0.812349021434784
10,1713339252949,0.0,0.0,0.0
11,1713339252967,0.0,0.0,0.0
12,1713339252968,0.0,9.77630996704102,0.812349021434784
13,1713339253403,0.0,0.0,0.0
14,1713339253406,0.0,9.77630996704102,0.812349021434784
15,1713339253413,0.0,0.0,0.0
16,1713339253415,0.0,9.77630996704102,0.812349021434784
17,1713339253686,0.0,0.0,0.0
18,1713339253695,0.0,9.77630996704102,0.812349021434784
19,1713339253773,0.0,0.0,0.0
20,1713339253773,0.0,9.77630996704102,0.812349021434784
21,1713339253959,0.0,0.0,0.0
22,1713339253960,0.0,9.77630996704102,0.812349021434784
23,1713339254159,0.0,0.0,0.0
24,1713339254160,0.0,9.77630996704102,0.812349021434784
25,1713339254363,0.0,0.0,0.0
26,1713339254366,0.0,9.77630996704102,0.812349021434784
27,1713339254566,0.0,0.0,0.0
28,1713339254568,0.0,9.77630996704102,0.812349021434784
29,1713339254763,0.0,0.0,0.0
30,1713339254763,0.0,9.77630996704102,0.812349021434784
31,1713339254964,0.0,0.0,0.0
32,1713339254965,0.0,9.77630996704102,0.812349021434784
33,1713339255165,0.0,0.0,0.0
34,1713339255166,0.0,9.77630996704102,0.812349021434784
35,1713339255366,0.0,0.0,0.0
36,1713339255368,0.0,9.77630996704102,0.812349021434784
37,1713339255568,0.0,0.0,0.0
38,1713339255569,0.0,9.77630996704102,0.812349021434784
39,1713339255766,0.0,0.0,0.0
40,1713339255768,0.0,9.77630996704102,0.812349021434784
41,1713339255965,0.0,0.0,0.0
42,1713339255966,0.0,9.77630996704102,0.812349021434784
43,1713339256167,0.0,9.77630996704102,0.812349021434784
44,1713339256166,0.0,0.0,0.0
45,1713339256366,0.0,0.0,0.0
46,1713339256367,0.0,9.77630996704102,0.812349021434784
47,1713339256568,0.0,0.0,0.0
48,1713339256569,0.0,9.77630996704102,0.812349021434784
